latitude,longitude,date,died,injured,weather,day_part,accident_type
41.2928,69.2797,2020-06-30 18:10:00,0,3,,kunduz,to'qnashuv
41.3058,69.2776,2020-06-30 13:00:00,0,2,,kunduz,piyodani urib yuborish
41.2026,69.2144,2020-06-30 19:35:00,0,1,,kech,to'qnashuv
41.3384,69.2251,2020-06-30 12:30:00,0,1,,tong,ag'darilish
41.3579,69.237,2020-06-30 13:30:00,0,1,,kunduz,piyodani urib yuborish
41.3113,69.153,2020-07-01 12:30:00,0,1,,tong,piyodani urib yuborish
41.3271,69.3358,2020-07-01 20:20:00,0,1,,kech,to'qnashuv
41.2818,69.1805,2020-07-01 23:30:00,0,1,,kech,piyodani urib yuborish
41.3362,69.3542,2020-07-01 09:30:00,0,1,,tong,to'qnashuv
41.3389,69.1752,2020-07-02 23:00:00,0,1,,kech,piyodani urib yuborish
41.3209,69.1689,2020-07-02 12:25:00,1,0,,tong,piyodani urib yuborish
41.3523,69.35,2020-07-03 23:06:00,0,1,,kech,piyodani urib yuborish
41.2416,69.3284,2020-07-04 21:00:00,0,2,,kech,velosipedchini urib yuborish
41.3388,69.2257,2020-07-05 10:00:00,0,1,,tong,to'qnashuv
41.274,69.1875,2020-07-06 09:00:00,0,1,,tong,piyodani urib yuborish
41.285,69.1761,2020-07-06 18:30:00,0,1,,kunduz,piyodani urib yuborish
41.2411,69.1668,2020-07-07 09:00:00,1,0,,tong,piyodani urib yuborish
41.2997,69.3471,2020-07-07 01:47:00,1,0,,tun,to'qnashuv
41.2644,69.3169,2020-07-08 12:05:00,0,1,,tong,piyodani urib yuborish
41.3275,69.2342,2020-07-08 06:00:00,0,1,,tun,piyodani urib yuborish
41.2871,69.2066,2020-07-09 20:00:00,0,1,,kech,to'qnashuv
41.3196,69.2689,2020-07-09 08:00:00,0,1,,tong,piyodani urib yuborish
41.2307,69.2055,2020-07-10 11:00:00,0,1,,tong,piyodani urib yuborish
41.3363,69.222,2020-07-10 19:30:00,0,1,,kech,to'siqqa urilish
41.2921,69.2234,2020-07-10 16:15:00,0,1,,kunduz,to'qnashuv
41.2447,69.1659,2020-07-10 15:15:00,0,1,,kunduz,piyodani urib yuborish
41.2133,69.2083,2020-07-10 13:00:00,0,1,,kunduz,to'qnashuv
41.211,69.3341,2020-07-10 09:30:00,0,1,,tong,piyodani urib yuborish
41.3216,69.1932,2020-07-10 09:00:00,0,1,,tong,piyodani urib yuborish
41.2899,69.2683,2020-07-10 00:15:00,0,1,,,piyodani urib yuborish
41.2867,69.2058,2020-07-10 10:25:00,0,1,,tong,piyodani urib yuborish
41.3459,69.3419,2020-07-10 23:00:00,0,3,,kech,to'qnashuv
41.2995,69.2308,2020-07-11 07:30:00,1,0,,tong,to'siqqa urilish
41.2929,69.1584,2020-07-11 16:00:00,0,1,,kunduz,to'qnashuv
41.3693,69.3093,2020-07-12 17:30:00,0,1,,kunduz,piyodani urib yuborish
41.3196,69.3597,2020-07-13 23:30:00,0,1,,kech,to'qnashuv
41.3474,69.3608,2020-07-13 12:10:00,0,1,,tong,piyodani urib yuborish
41.2739,69.2846,2020-07-13 20:30:00,0,1,,kech,to'qnashuv
41.2765,69.1533,2020-07-13 20:15:00,0,1,,kech,to'qnashuv
41.2714,69.3509,2020-07-13 08:30:00,0,1,,tong,YTHning boshqa turlari
41.2609,69.2264,2020-07-14 17:30:00,0,1,,kunduz,to'qnashuv
41.228,69.219,2020-07-14 02:15:00,0,1,,tun,piyodani urib yuborish
41.2923,69.2227,2020-07-15 12:00:00,0,1,,tong,piyodani urib yuborish
41.2837,69.2243,2020-07-15 12:00:00,0,1,,tong,piyodani urib yuborish
41.2728,69.2395,2020-07-15 18:00:00,1,0,,kunduz,piyodani urib yuborish
41.3538,69.2419,2020-07-15 20:00:00,0,1,,kech,to'qnashuv
41.314,69.2863,2020-07-16 20:04:00,0,1,,kech,to'qnashuv
41.2375,69.3291,2020-07-16 11:30:00,0,1,,tong,piyodani urib yuborish
41.3416,69.1651,2020-07-16 17:00:00,0,1,,kunduz,piyodani urib yuborish
41.3344,69.3685,2020-07-16 17:05:00,0,1,,kunduz,piyodani urib yuborish
41.2407,69.216,2020-07-17 22:00:00,0,1,,kech,piyodani urib yuborish
41.2938,69.2353,2020-07-17 02:00:00,0,1,,tun,piyodani urib yuborish
41.3321,69.2001,2020-07-18 10:56:00,0,1,,tong,to'qnashuv
41.3729,69.2929,2020-07-18 18:50:00,0,1,,kunduz,piyodani urib yuborish
41.3646,69.2147,2020-07-19 12:44:00,1,0,,tong,piyodani urib yuborish
41.3424,69.3659,2020-07-21 16:00:00,0,1,,kunduz,to'qnashuv
41.3292,69.3474,2020-07-23 21:00:00,0,4,,kech,to'qnashuv
41.2672,69.3669,2020-07-23 13:00:00,1,0,,kunduz,velosipedchini urib yuborish
41.3444,69.3628,2020-07-24 17:00:00,0,1,,kunduz,velosipedchini urib yuborish
41.2991,69.1983,2020-07-25 15:30:00,0,1,,kunduz,piyodani urib yuborish
41.2983,69.174,2020-07-25 22:00:00,1,0,,kech,piyodani urib yuborish
41.2986,69.1982,2020-07-25 21:00:00,0,1,,kech,piyodani urib yuborish
41.3979,69.2506,2020-07-27 09:30:00,1,0,,tong,to'qnashuv
41.3347,69.3112,2020-07-28 20:20:00,1,1,,kech,piyodani urib yuborish
41.3468,69.2018,2020-07-29 23:45:00,1,0,,kech,piyodani urib yuborish
41.3536,69.3554,2020-07-30 11:00:00,0,1,,tong,piyodani urib yuborish
41.3398,69.3701,2020-07-31 15:56:00,0,1,,kunduz,to'siqqa urilish
41.3079,69.2739,2020-07-30 20:46:00,1,0,,kech,piyodani urib yuborish
41.3638,69.287,2020-08-29 12:30:00,0,2,,tong,piyodani urib yuborish
41.3981,69.2443,2020-08-29 20:00:00,0,2,,kech,to'qnashuv
41.2408,69.2061,2020-08-30 18:30:00,0,1,,kunduz,YTHning boshqa turlari
41.3626,69.2257,2020-08-31 08:30:00,0,1,,tong,velosipedchini urib yuborish
41.3723,69.2371,2020-08-31 17:00:00,0,1,,kunduz,velosipedchini urib yuborish
41.2379,69.3213,2020-08-31 23:29:00,0,1,,kech,to'qnashuv
41.2861,69.3464,2020-08-31 15:55:00,0,1,,kunduz,piyodani urib yuborish
41.3694,69.2803,2020-08-31 19:00:00,0,1,,kech,to'qnashuv
41.3298,69.2466,2020-08-31 19:00:00,0,1,,kech,piyodani urib yuborish
41.2946,69.2902,2020-08-31 04:00:00,0,1,,tun,to'qnashuv
41.3249,69.2648,2021-01-07 19:00:00,1,1,,kech,to'qnashuv
41.3152,69.1935,2021-01-08 10:25:00,1,0,,tong,piyodani urib yuborish
41.2135,69.2289,2021-01-08 21:33:00,1,0,,kech,piyodani urib yuborish
41.3139,69.2862,2021-01-11 15:00:00,1,0,,kunduz,piyodani urib yuborish
41.2809,69.1948,2021-01-15 00:30:00,0,1,,,to'qnashuv
41.3497,69.3204,2021-01-16 21:55:00,0,1,,kech,to'qnashuv
41.3148,69.1543,2021-01-16 21:55:00,0,1,,kech,to'qnashuv
41.3422,69.3608,2021-01-16 21:55:00,0,1,,kech,to'qnashuv
41.3485,69.3497,2021-01-16 21:55:00,0,1,,kech,piyodani urib yuborish
41.3012,69.2811,2021-01-18 21:00:00,0,1,,kech,to'qnashuv
41.202,69.2487,2021-01-19 14:30:00,0,1,,kunduz,piyodani urib yuborish
41.3558,69.3774,2021-01-20 23:12:00,2,2,,kech,to'qnashuv
41.3381,69.257,2021-01-20 23:00:00,0,1,,kech,to'qnashuv
41.3391,69.2071,2021-01-21 13:00:00,1,3,,kunduz,piyodani urib yuborish
41.2183,69.252,2021-01-21 07:45:00,0,1,,tong,piyodani urib yuborish
41.3082,69.2862,2021-01-21 17:50:00,0,1,,kunduz,piyodani urib yuborish
41.3542,69.3015,2021-01-22 19:00:00,0,1,,kech,piyodani urib yuborish
41.3425,69.2303,2021-01-22 21:30:00,0,1,,kech,to'qnashuv
41.219,69.2236,2021-01-22 19:55:00,0,1,,kech,piyodani urib yuborish
41.2855,69.2334,2021-01-23 23:00:00,1,1,,kech,to'qnashuv
41.3496,69.2141,2021-01-27 10:40:00,1,0,,tong,piyodani urib yuborish
41.2812,69.2574,2021-02-01 22:26:00,1,0,,kech,piyodani urib yuborish
41.332,69.2191,2021-02-02 02:00:00,0,1,,tun,to'qnashuv
41.3286,69.2745,2021-02-02 09:00:00,0,1,,tong,to'qnashuv
41.2845,69.292,2021-02-03 07:35:00,0,1,,tong,piyodani urib yuborish
41.3548,69.3623,2021-02-03 11:32:00,0,1,,tong,piyodani urib yuborish
41.3742,69.3057,2021-02-03 11:02:00,0,1,,tong,piyodani urib yuborish
41.3694,69.2404,2021-02-03 19:26:00,0,1,,kech,turgan TVga urilish
41.2172,69.2185,2021-02-03 09:30:00,0,1,,tong,piyodani urib yuborish
41.2424,69.3369,2021-02-03 20:25:00,0,1,,kech,piyodani urib yuborish
41.3087,69.1653,2021-02-04 18:30:00,0,1,,kunduz,piyodani urib yuborish
41.3436,69.2187,2021-02-04 04:00:00,0,1,,tun,to'qnashuv
41.3617,69.1868,2021-02-04 12:00:00,0,1,,tong,to'siqqa urilish
41.2875,69.3598,2021-02-04 22:00:00,0,1,,kech,piyodani urib yuborish
41.3167,69.2297,2021-02-04 14:20:00,0,2,,kunduz,piyodani urib yuborish
41.3287,69.1963,2021-02-09 13:30:00,0,1,,kunduz,to'qnashuv
41.3193,69.2983,2021-02-09 09:20:00,0,2,,tong,to'qnashuv
41.322,69.2435,2021-02-09 15:18:00,0,1,,kunduz,turgan TVga urilish
41.2559,69.3818,2021-02-09 20:42:00,0,1,,kech,piyodani urib yuborish
41.256,69.1555,2021-02-10 06:00:00,0,1,,tun,piyodani urib yuborish
41.2575,69.2102,2021-02-10 23:30:00,0,1,,kech,piyodani urib yuborish
41.319,69.2278,2021-02-10 17:00:00,0,1,,kunduz,piyodani urib yuborish
41.2644,69.2359,2021-02-10 16:00:00,0,1,,kunduz,to'qnashuv
41.3614,69.2811,2021-02-11 11:40:00,0,1,,tong,piyodani urib yuborish
41.2126,69.2382,2021-02-11 12:03:00,0,1,,tong,piyodani urib yuborish
41.3525,69.3861,2021-02-12 22:58:00,0,1,,kech,piyodani urib yuborish
41.3171,69.3165,2021-02-12 09:28:00,0,1,,tong,YTHning boshqa turlari
41.3441,69.2078,2021-02-12 21:19:00,0,1,,kech,piyodani urib yuborish
41.3185,69.2614,2021-02-13 16:45:00,0,1,,kunduz,piyodani urib yuborish
41.2762,69.1728,2021-02-13 11:00:00,0,1,,tong,piyodani urib yuborish
41.3635,69.2803,2021-02-14 11:00:00,0,1,,tong,piyodani urib yuborish
41.2229,69.207,2021-02-14 09:30:00,0,1,,tong,to'qnashuv
41.1993,69.2074,2021-02-14 20:25:00,0,1,,kech,piyodani urib yuborish
41.3167,69.1909,2021-02-15 15:47:00,0,1,,kunduz,turgan TVga urilish
41.2745,69.3623,2021-02-15 15:30:00,0,1,,kunduz,piyodani urib yuborish
41.2677,69.2151,2021-02-15 09:21:00,0,1,,tong,piyodani urib yuborish
41.2847,69.2527,2021-02-15 18:40:00,0,1,,kunduz,piyodani urib yuborish
41.3156,69.3415,2021-02-15 19:00:00,0,1,,kech,to'siqqa urilish
41.3059,69.2994,2021-02-16 15:40:00,0,1,,kunduz,to'qnashuv
41.3431,69.2088,2021-02-16 09:57:00,0,2,,tong,piyodani urib yuborish
41.2833,69.1795,2021-02-16 23:20:00,2,1,,kech,to'qnashuv
41.2999,69.3026,2021-02-16 22:30:00,0,1,,kech,turgan TVga urilish
41.2351,69.2085,2021-02-17 23:12:00,0,1,,kech,piyodani urib yuborish
41.2907,69.1942,2021-02-17 20:52:00,0,1,,kech,piyodani urib yuborish
41.2825,69.2505,2021-02-17 22:29:00,0,1,,kech,piyodani urib yuborish
41.2869,69.2061,2021-02-18 11:00:00,0,1,,tong,piyodani urib yuborish
41.329,69.3547,2021-02-18 12:30:00,0,1,,tong,to'qnashuv
41.3106,69.2641,2021-02-18 09:00:00,0,1,,tong,piyodani urib yuborish
41.3405,69.2421,2021-02-18 08:28:00,0,1,,tong,to'qnashuv
41.1982,69.2133,2021-02-19 19:30:00,0,1,,kech,piyodani urib yuborish
41.3687,69.2818,2021-02-19 21:36:00,0,1,,kech,piyodani urib yuborish
41.3198,69.2336,2021-02-19 07:45:00,0,1,,tong,to'qnashuv
41.3744,69.3039,2021-02-20 15:00:00,0,1,,kunduz,to'qnashuv
41.2106,69.1954,2021-02-20 03:11:00,0,3,,tun,to'qnashuv
41.2851,69.1691,2021-02-22 17:05:00,0,1,,kunduz,to'qnashuv
41.1948,69.2158,2021-02-23 21:30:00,0,1,,kech,piyodani urib yuborish
41.3249,69.3353,2021-02-22 17:10:00,0,1,,kunduz,YTHning boshqa turlari
41.2148,69.2129,2021-02-22 17:50:00,0,1,,kunduz,to'qnashuv
41.265,69.1672,2021-02-22 21:16:00,0,1,,kech,piyodani urib yuborish
41.2821,69.2124,2021-02-24 09:27:00,0,1,,tong,to'qnashuv
41.2438,69.2246,2021-02-24 22:32:00,0,1,,kech,piyodani urib yuborish
41.3496,69.3356,2021-02-24 15:00:00,0,1,,kunduz,piyodani urib yuborish
41.3838,69.3008,2021-02-24 12:00:00,0,4,,tong,to'qnashuv
41.2995,69.2098,2021-02-24 10:47:00,0,1,,tong,piyodani urib yuborish
41.2864,69.3471,2021-02-25 19:20:00,0,1,,kech,piyodani urib yuborish
41.2724,69.193,2021-02-25 18:25:00,0,1,,kunduz,piyodani urib yuborish
41.295,69.2833,2021-02-26 19:50:00,0,1,,kech,piyodani urib yuborish
41.3575,69.3812,2021-02-26 12:58:00,0,2,,tong,piyodani urib yuborish
41.3559,69.1774,2021-02-26 10:10:00,0,1,,tong,piyodani urib yuborish
41.2442,69.3035,2021-02-27 06:02:00,0,1,,tun,piyodani urib yuborish
41.331,69.3315,2021-02-27 15:30:00,0,1,,kunduz,piyodani urib yuborish
41.3067,69.2842,2021-02-28 00:50:00,0,1,,,to'qnashuv
41.3575,69.2728,2021-02-27 11:00:00,0,1,,tong,piyodani urib yuborish
41.274,69.1875,2021-02-28 07:30:00,0,1,,tong,to'qnashuv
41.3169,69.3166,2021-02-28 16:00:00,0,1,,kunduz,to'qnashuv
41.2173,69.2188,2021-02-28 22:30:00,0,1,,kech,piyodani urib yuborish
41.3034,69.1314,2021-02-28 19:00:00,0,1,,kech,piyodani urib yuborish
41.2499,69.182,2021-05-04 06:00:11,0,2,kun ochiq,tun,to'qnashuv
41.3574,69.2159,2021-05-20 22:20:15,1,0,kun ochiq,kech,piyodani urib yuborish
41.1925,69.2086,2021-04-28 08:30:17,0,1,kun ochiq,tong,to'qnashuv
41.3809,69.2382,2021-04-28 19:00:08,0,1,kun ochiq,kech,to'qnashuv
41.3242,69.3441,2021-04-29 17:30:42,0,5,kun ochiq,kunduz,to'qnashuv
41.232,69.2064,2021-04-26 06:30:06,0,2,kun ochiq,tun,to'qnashuv
41.3675,69.2079,2021-05-31 21:30:50,1,0,kun ochiq,kech,piyodani urib yuborish
41.2553,69.1687,2021-05-24 14:35:01,0,1,kun ochiq,kunduz,piyodani urib yuborish
41.2534,69.187,2021-05-29 09:50:25,2,0,kun ochiq,tong,to'qnashuv
41.2825,69.3322,2021-04-30 12:00:42,0,1,kun ochiq,tong,to'qnashuv
41.2214,69.2194,2021-05-07 11:15:13,0,1,kun ochiq,tong,to'qnashuv
41.3261,69.2935,2021-05-06 19:40:55,0,1,kun ochiq,kech,piyodani urib yuborish
41.3467,69.2379,2021-06-01 22:40:46,1,0,kun ochiq,kech,piyodani urib yuborish
41.3062,69.1775,2021-05-07 18:30:43,0,1,kun ochiq,kunduz,piyodani urib yuborish
41.3072,69.191,2021-05-06 20:55:23,0,1,kun ochiq,kech,to'qnashuv
41.3272,69.1763,2021-05-23 16:00:58,0,3,kun ochiq,kunduz,to'qnashuv
41.3377,69.1783,2021-05-21 02:30:32,0,1,kun ochiq,tun,to'siqqa urilish
41.2633,69.1977,2021-05-24 00:15:53,0,3,kun ochiq,,ag'darilish
41.3052,69.3085,2021-05-24 07:00:05,0,5,kun ochiq,tong,to'siqqa urilish
41.3061,69.166,2021-05-24 12:30:47,0,1,kun ochiq,tong,piyodani urib yuborish
41.2824,69.255,2021-05-15 10:00:19,0,1,kun ochiq,tong,piyodani urib yuborish
41.273,69.3094,2021-05-10 11:00:43,0,1,kun ochiq,tong,piyodani urib yuborish
41.3364,69.1878,2021-05-09 13:30:38,0,1,kun ochiq,kunduz,to'qnashuv
41.3261,69.2935,2021-05-08 16:00:49,0,1,kun ochiq,kunduz,YTHning boshqa turlari
41.363,69.2987,2021-06-07 17:00:04,1,0,kun ochiq,kunduz,piyodani urib yuborish
41.2043,69.257,2021-05-07 11:15:53,0,1,kun ochiq,tong,to'qnashuv
41.2712,69.3295,2021-05-28 16:30:39,0,2,kun ochiq,kunduz,to'qnashuv
41.3339,69.2529,2021-06-05 21:45:21,1,0,kun ochiq,kech,piyodani urib yuborish
41.2808,69.2873,2021-05-13 17:45:37,0,1,kun ochiq,kunduz,to'qnashuv
41.2938,69.1731,2021-05-11 17:00:25,0,3,kun ochiq,kunduz,to'siqqa urilish
41.3009,69.2893,2021-05-11 03:30:38,0,1,kun ochiq,tun,to'qnashuv
41.2672,69.3141,2021-05-29 13:00:48,0,3,kun ochiq,kunduz,to'qnashuv
41.2222,69.3121,2021-05-30 16:00:34,0,2,kun ochiq,kunduz,YTHning boshqa turlari
41.2748,69.2049,2021-05-31 14:00:24,1,0,kun ochiq,kunduz,piyodani urib yuborish
41.2774,69.1747,2021-05-27 07:00:52,0,1,kun ochiq,tong,piyodani urib yuborish
41.3246,69.3462,2021-05-29 19:00:18,1,1,kun ochiq,kech,piyodani urib yuborish
41.3042,69.3204,2021-05-14 10:30:44,0,2,kun ochiq,tong,piyodani urib yuborish
41.3453,69.3005,2021-05-12 14:00:12,0,1,kun ochiq,kunduz,piyodani urib yuborish
41.3539,69.2385,2021-05-07 12:30:54,0,1,kun ochiq,tong,velosipedchini urib yuborish
41.2793,69.217,2021-06-02 17:00:54,0,1,kun ochiq,kunduz,piyodani urib yuborish
41.2635,69.207,2021-06-10 22:00:25,1,0,kun ochiq,kech,to'qnashuv
41.3523,69.277,2021-05-15 10:00:38,0,2,kun ochiq,tong,piyodani urib yuborish
41.3352,69.3353,2021-05-22 00:30:23,0,2,kun ochiq,,to'qnashuv
41.268,69.246,2021-06-02 17:30:41,0,1,kun ochiq,kunduz,to'qnashuv
41.2846,69.2521,2021-05-19 17:30:06,0,1,kun ochiq,kunduz,velosipedchini urib yuborish
41.2372,69.2105,2021-06-11 18:00:42,1,3,kun ochiq,kunduz,to'qnashuv
41.3634,69.1868,2021-05-29 10:04:00,0,1,kun ochiq,tong,piyodani urib yuborish
41.2849,69.2675,2021-05-31 09:30:14,0,1,kun ochiq,tong,YTHning boshqa turlari
41.3116,69.2367,2021-05-31 01:00:22,0,1,kun ochiq,tun,piyodani urib yuborish
41.3338,69.307,2021-06-07 21:00:12,0,1,kun ochiq,kech,piyodani urib yuborish
41.2651,69.2433,2021-05-18 23:17:43,0,3,kun ochiq,kech,to'qnashuv
41.3394,69.2117,2021-05-11 18:30:05,0,1,kun ochiq,kunduz,piyodani urib yuborish
41.2162,69.2262,2021-05-17 03:20:10,0,1,,tun,piyodani urib yuborish
41.2691,69.2134,2021-06-14 18:50:33,1,0,kun ochiq,kunduz,piyodani urib yuborish
41.2157,69.2291,2021-06-04 11:30:36,0,1,kun ochiq,tong,piyodani urib yuborish
41.2347,69.2165,2021-05-15 07:55:02,0,1,kun ochiq,tong,piyodani urib yuborish
41.2863,69.2396,2021-05-15 21:30:45,0,1,kun ochiq,kech,piyodani urib yuborish
41.1917,69.1935,2021-05-21 15:20:40,0,1,kun ochiq,kunduz,piyodani urib yuborish
41.2559,69.192,2021-05-29 19:55:10,0,1,kun ochiq,kech,piyodani urib yuborish
41.2252,69.2359,2021-06-09 20:00:35,0,1,kun ochiq,kech,piyodani urib yuborish
41.271,69.3046,2021-05-19 08:30:23,0,1,kun ochiq,tong,piyodani urib yuborish
41.289,69.1823,2021-05-19 22:15:17,0,1,kun ochiq,kech,piyodani urib yuborish
41.2871,69.1947,2021-06-09 20:40:25,0,1,,kech,piyodani urib yuborish
41.3557,69.3109,2021-05-17 15:20:48,0,1,kun ochiq,kunduz,piyodani urib yuborish
41.3098,69.1702,2021-05-31 19:50:59,0,5,,kech,to'siqqa urilish
41.337,69.3406,2021-05-24 21:00:04,0,1,,kech,to'qnashuv
41.1926,69.1931,2021-06-06 06:20:11,0,1,kun ochiq,tun,piyodani urib yuborish
41.2762,69.1709,2021-05-27 05:33:12,0,1,,tun,to'qnashuv
41.3012,69.1726,2021-05-25 00:20:41,0,1,,,piyodani urib yuborish
41.2871,69.2185,2021-05-19 22:30:23,0,1,kun ochiq,kech,to'qnashuv
41.2652,69.1886,2021-05-22 04:50:59,0,1,,tun,to'qnashuv
41.3734,69.3088,2021-05-21 18:20:04,0,3,kun ochiq,kunduz,to'qnashuv
41.296,69.2285,2021-06-04 11:16:04,0,6,kun ochiq,tong,to'qnashuv
41.2824,69.3053,2021-05-26 13:05:23,0,1,kun ochiq,kunduz,piyodani urib yuborish
41.3421,69.3012,2021-05-28 10:30:05,0,2,kun ochiq,tong,to'qnashuv
41.2874,69.1873,2021-05-27 20:40:08,0,1,kun ochiq,kech,piyodani urib yuborish
41.2986,69.3372,2021-05-26 17:00:01,0,1,kun ochiq,kunduz,piyodani urib yuborish
41.3797,69.229,2021-05-28 23:00:02,0,1,,kech,piyodani urib yuborish
41.2844,69.342,2021-05-29 19:05:07,0,1,kun ochiq,kech,to'siqqa urilish
41.2687,69.2137,2021-06-29 09:45:38,1,0,kun ochiq,tong,piyodani urib yuborish
41.2955,69.3292,2021-01-16 10:00:14,0,1,kun ochiq,tong,YTHning boshqa turlari
41.3148,69.2956,2021-05-29 16:11:00,0,1,kun ochiq,kunduz,piyodani urib yuborish
41.3066,69.1691,2021-05-28 17:35:20,0,5,kun ochiq,kunduz,to'qnashuv
41.2871,69.253,2021-05-27 14:00:57,0,1,kun ochiq,kunduz,piyodani urib yuborish
41.269,69.1804,2021-06-05 23:45:07,0,1,,kech,to'qnashuv
41.35,69.1851,2021-06-25 23:30:16,1,0,kun ochiq,kech,piyodani urib yuborish
41.3269,69.1894,2021-06-25 21:00:49,1,0,,kech,piyodani urib yuborish
41.2779,69.3529,2021-06-01 09:20:20,0,1,kun ochiq,tong,piyodani urib yuborish
41.2832,69.2308,2021-05-30 20:50:16,0,1,,kech,piyodani urib yuborish
41.3262,69.2331,2021-05-28 13:00:13,0,1,kun ochiq,kunduz,piyodani urib yuborish
41.2755,69.2709,2021-06-01 21:00:31,0,1,,kech,piyodani urib yuborish
41.2329,69.216,2021-05-31 07:00:12,0,1,kun ochiq,tong,piyodani urib yuborish
41.2941,69.1742,2021-05-30 18:00:35,0,1,kun ochiq,kunduz,to'qnashuv
41.3549,69.3639,2021-06-01 14:55:22,0,1,kun ochiq,kunduz,velosipedchini urib yuborish
41.2616,69.3239,2021-06-03 09:30:40,0,1,kun ochiq,tong,piyodani urib yuborish
41.2586,69.3385,2021-06-04 13:10:28,0,1,kun ochiq,kunduz,to'qnashuv
41.2402,69.335,2021-06-03 11:30:14,0,1,kun ochiq,tong,piyodani urib yuborish
41.3157,69.1542,2021-05-31 21:23:07,0,1,,kech,to'qnashuv
